name,type,address,phone,rating,hospital_id
NEA BAPTIST MEMORIAL HOSPITAL,Acute Care Hospitals,4800 EAST JOHNSON AVENUE,8709727000,3,HOSP_221
WHITE RIVER MEDICAL CENTER,Acute Care Hospitals,1710 HARRISON STREET,8702621200,2,HOSP_222
LEVI HOSPITAL,Acute Care Hospitals,300 PROSPECT AVE,5016241281,Not Available,HOSP_223
"ARKANSAS HEART HOSPITAL, LLC",Acute Care Hospitals,1701 S SHACKLEFORD ROAD,5012197000,4,HOSP_224
ST VINCENT MEDICAL CENTER/NORTH,Acute Care Hospitals,2215 WILDWOOD AVENUE,5015527100,2,HOSP_225
ARKANSAS SURGICAL HOSPITAL,Acute Care Hospitals,5201 NORTH SHORE DRIVE,5017488000,5,HOSP_226
NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,Acute Care Hospitals,3873 NORTH PARKVIEW DRIVE,4795717002,Not Available,HOSP_227
WADLEY REGIONAL MEDICAL CENTER AT HOPE,Acute Care Hospitals,2001 SOUTH MAIN,8707223800,3,HOSP_228
BAPTIST HEALTH MEDICAL CENTER-CONWAY,Acute Care Hospitals,1555 EXCHANGE AVENUE,5015852000,Not Available,HOSP_229
NORTH LOGAN MERCY HOSPITAL,Critical Access Hospitals,500 EAST ACADEMY,4799636101,Not Available,HOSP_230
RIVER VALLEY MEDICAL CENTER,Critical Access Hospitals,200 NORTH THIRD STREET,4792294677,Not Available,HOSP_231
MERCY HOSPITAL TURNER MEMORIAL,Critical Access Hospitals,801 WEST RIVER STREET,4796674138,Not Available,HOSP_232
"EUREKA SPRINGS HOSPITAL, LLC",Critical Access Hospitals,24 NORRIS STREET,4792537400,Not Available,HOSP_233
MERCY HOSPITAL WALDRON,Critical Access Hospitals,1341 WEST SIXTH STREET,4796374135,Not Available,HOSP_234
COMMUNITY MEDICAL CENTER IZARD COUNTY,Critical Access Hospitals,103 GRASSE STREET,8702973726,Not Available,HOSP_235
CROSSRIDGE COMMUNITY HOSPITAL,Critical Access Hospitals,310 SOUTH FALLS BOULEVARD,8702383300,4,HOSP_236
MCGEHEE HOSPITAL,Critical Access Hospitals,900 SOUTH THIRD STREET,8702225600,3,HOSP_237
LAWRENCE MEMORIAL HOSPITAL,Critical Access Hospitals,1309 WEST MAIN,8708861200,Not Available,HOSP_238
STONE COUNTY MEDICAL CENTER,Critical Access Hospitals,2106 EAST MAIN STREET,8702694361,3,HOSP_239
HOWARD MEMORIAL HOSPITAL,Critical Access Hospitals,130 MEDICAL CIRCLE,8708454400,3,HOSP_240
BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,Critical Access Hospitals,1800 BYPASS ROAD,5018873000,3,HOSP_241
OZARK HEALTH,Critical Access Hospitals,2500 HIGHWAY 65 SOUTH,5017457000,3,HOSP_242
"DEWITT HOSPITAL & NURSING HOME, INC",Critical Access Hospitals,1641 WHITEHEAD DRIVE,8709463571,Not Available,HOSP_243
SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,Critical Access Hospitals,611 WEST LEE AVENUE,8705637000,Not Available,HOSP_244
DALLAS COUNTY MEDICAL CENTER,Critical Access Hospitals,201 CLIFTON STREET,8703526300,Not Available,HOSP_245
MERCY HOSPITAL BOONEVILLE,Critical Access Hospitals,880 WEST MAIN,4796752800,Not Available,HOSP_246
"DE QUEEN MEDICAL CENTER, INC",Critical Access Hospitals,1306 WEST COLLIN RAYE DRIVE,8705844111,Not Available,HOSP_247
LITTLE RIVER MEMORIAL HOSPITAL,Critical Access Hospitals,451 WEST LOCKE STREET,8708985011,Not Available,HOSP_248
BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,Critical Access Hospitals,3050 TWIN RIVERS DRIVE,8702452622,3,HOSP_249
FULTON COUNTY HOSPITAL,Critical Access Hospitals,679 NORTH MAIN STREET,8708952691,2,HOSP_250
ASHLEY COUNTY MEDICAL CENTER,Critical Access Hospitals,1015 UNITY ROAD,8703644111,3,HOSP_251
CHI ST VINCENT MORRILTON,Critical Access Hospitals,#4 HOSPITAL DRIVE,5019772300,Not Available,HOSP_252
DELTA MEMORIAL HOSPITAL,Critical Access Hospitals,811 HIGHWAY 65 SOUTH,8703824303,Not Available,HOSP_253
BRADLEY COUNTY MEDICAL CENTER,Critical Access Hospitals,404 SOUTH BRADLEY STREET,8702263731,4,HOSP_254
CHICOT MEMORIAL MEDICAL CENTER,Critical Access Hospitals,2729 SOUTH HIGHWAY 65 & 82,8702655351,3,HOSP_255
MERCY HOSPITAL BERRYVILLE,Critical Access Hospitals,214 CARTER STREET,8704233355,3,HOSP_256
PIGGOTT COMMUNITY HOSPITAL,Critical Access Hospitals,1206 GORDON DUCKWORTH DRIVE,8705983881,Not Available,HOSP_257
OZARKS COMMUNITY HOSPITAL OF GRAVETTE,Critical Access Hospitals,1101 JACKSON STREET SW,4797875291,4,HOSP_258
ARKANSAS CHILDREN'S HOSPITAL,Childrens,"1 CHILDREN'S WAY, SLOT 301",5013641100,Not Available,HOSP_259
ST ROSE HOSPITAL,Acute Care Hospitals,27200 CALAROGA AVE,5107826200,1,HOSP_260
ST JOSEPH HOSPITAL,Acute Care Hospitals,2700 DOLBEER ST,7074458121,3,HOSP_261
MILLS-PENINSULA MEDICAL CENTER,Acute Care Hospitals,1501 TROUSDALE DRIVE,6506965270,4,HOSP_262
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,Acute Care Hospitals,601 DUBOCE AVE,4156006000,3,HOSP_263
QUEEN OF THE VALLEY MEDICAL CENTER,Acute Care Hospitals,1000 TRANCAS ST,7072524411,3,HOSP_264
ST HELENA HOSPITAL,Acute Care Hospitals,10 WOODLAND ROAD,7079633611,3,HOSP_265
SUTTER AMADOR HOSPITAL,Acute Care Hospitals,200 MISSION BLVD,2092237500,2,HOSP_266
MERCY GENERAL HOSPITAL,Acute Care Hospitals,4001 J ST,9164534453,3,HOSP_267
PACIFIC ALLIANCE MEDICAL CENTER,Acute Care Hospitals,531 W COLLEGE ST,2136248411,3,HOSP_268
RIVERSIDE COMMUNITY HOSPITAL,Acute Care Hospitals,4445 MAGNOLIA AVENUE,9517883000,2,HOSP_269
PARADISE VALLEY HOSPITAL,Acute Care Hospitals,2400 EAST 4TH ST,6194704321,3,HOSP_270
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,Acute Care Hospitals,200 WEST ARBOR DRIVE,6195436222,3,HOSP_271
GROSSMONT HOSPITAL,Acute Care Hospitals,5555 GROSSMONT CENTER DRIVE BOX 58,6194650711,3,HOSP_272
MAD RIVER COMMUNITY HOSPITAL,Acute Care Hospitals,3800 JANES RD,7078223621,3,HOSP_273
OROVILLE HOSPITAL,Acute Care Hospitals,2767 OLIVE HIGHWAY,5305338500,2,HOSP_274
BAKERSFIELD MEMORIAL HOSPITAL,Acute Care Hospitals,420 34TH ST,6613271792,2,HOSP_275
SANTA CLARA VALLEY MEDICAL CENTER,Acute Care Hospitals,751 SOUTH BASCOM AVENUE,4088855000,2,HOSP_276
ENLOE MEDICAL CENTER,Acute Care Hospitals,1531 ESPLANADE,5303327300,3,HOSP_277
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Acute Care Hospitals,14445 OLIVE VIEW DRIVE,8183641555,2,HOSP_278
ST ELIZABETH COMMUNITY HOSPITAL,Acute Care Hospitals,2550 SISTER MARY COLUMBA DRIVE,5305298012,3,HOSP_279
ALTA BATES SUMMIT MEDICAL CENTER,Acute Care Hospitals,350 HAWTHORNE AVENUE,5106554000,3,HOSP_280
EL CENTRO REGIONAL MEDICAL CENTER,Acute Care Hospitals,1415 ROSS AVENUE,7603397100,2,HOSP_281
CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,Acute Care Hospitals,2333 BUCHANAN STREET,4156006000,3,HOSP_282
SAN GORGONIO MEMORIAL HOSPITAL,Acute Care Hospitals,600 NORTH HIGHLAND SPRINGS AVENUE,9518451121,2,HOSP_283
CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,Acute Care Hospitals,3555 CESAR CHAVEZ STREET,4156416562,2,HOSP_284
ANTELOPE VALLEY HOSPITAL,Acute Care Hospitals,1600 W AVE J,6619495000,1,HOSP_285
KAWEAH DELTA MEDICAL CENTER,Acute Care Hospitals,400 W MINERAL KING AVE,5596242000,4,HOSP_286
GLENDALE MEM HOSPITAL & HLTH CENTER,Acute Care Hospitals,1420 S CENTRAL AVE,8185021900,3,HOSP_287
COMMUNITY REGIONAL MEDICAL CENTER,Acute Care Hospitals,2823 FRESNO STREET,5594596000,2,HOSP_288
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Acute Care Hospitals,1300 N VERMONT AVE,2134133000,2,HOSP_289
OAK VALLEY HOSPITAL DISTRICT,Acute Care Hospitals,350 S OAK AVE,2098473011,3,HOSP_290
ST JOSEPH HOSPITAL,Acute Care Hospitals,1100 WEST STEWART DR,7146339111,2,HOSP_291
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,Acute Care Hospitals,1200 EL CAMINO REAL,6507423200,3,HOSP_292
KAISER FOUNDATION HOSPITAL-SANTA CLARA,Acute Care Hospitals,700 LAWRENCE EXPRESSWAY,4082366400,3,HOSP_293
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Acute Care Hospitals,1425 S MAIN STREET,9252954000,3,HOSP_294
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,Acute Care Hospitals,975 SERENO DR,7076511000,3,HOSP_295
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Acute Care Hospitals,275 W MACARTHUR BOULEVARD,5107521000,3,HOSP_296
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,Acute Care Hospitals,2425 GEARY BLVD,4158332646,4,HOSP_297
SCRIPPS MERCY HOSPITAL,Acute Care Hospitals,4077 5TH AVE,6192948111,3,HOSP_298
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,Acute Care Hospitals,1300 W 7TH ST,3108323311,3,HOSP_299
ST JOHNS REGIONAL MEDICAL CENTER,Acute Care Hospitals,1600 N ROSE AVE,8059882500,2,HOSP_300
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,Acute Care Hospitals,1800 N CALIFORNIA ST,2099432000,2,HOSP_301
COMMUNITY HOSPITAL OF SAN BERNARDINO,Acute Care Hospitals,1805 MEDICAL CENTER DRIVE,9098876333,2,HOSP_302
SONOMA VALLEY HOSPITAL,Acute Care Hospitals,347 ANDRIEUX ST,7079355000,4,HOSP_303
COMMUNITY HOSPITAL OF HUNTINGTON PARK,Acute Care Hospitals,2623 E SLAUSON AVE,3235831931,2,HOSP_304
SAINT AGNES MEDICAL CENTER,Acute Care Hospitals,1303 E HERNDON AVE,5594503000,2,HOSP_305
"WEST COVINA MEDICAL CENTER, INC",Acute Care Hospitals,725 S ORANGE AVE,6263388481,Not Available,HOSP_306
SAN ANTONIO REGIONAL HOSPITAL,Acute Care Hospitals,999 SAN BERNARDINO ROAD,7149852811,2,HOSP_307
SHARP MEMORIAL HOSPITAL,Acute Care Hospitals,7901 FROST ST,8589393400,4,HOSP_308
SUTTER SOLANO MEDICAL CENTER,Acute Care Hospitals,300 HOSPITAL DR,7075545280,3,HOSP_309
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Acute Care Hospitals,3865 JACKSON STREET,9516882211,2,HOSP_310
WHITE MEMORIAL MEDICAL CENTER,Acute Care Hospitals,1720 E CESAR AVENUE,3232685000,3,HOSP_311
SAINT FRANCIS MEDICAL CENTER,Acute Care Hospitals,3630 EAST IMPERIAL HIGHWAY,3109008900,3,HOSP_312
MARIAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,1400 E CHURCH ST,8057393100,3,HOSP_313
"SUTTER MEDICAL CENTER, SACRAMENTO",Acute Care Hospitals,2825 CAPITOL AVENUE,9167338999,4,HOSP_314
LOMPOC VALLEY MEDICAL CENTER,Acute Care Hospitals,1515 E OCEAN AVENUE,8057373300,2,HOSP_315
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,Acute Care Hospitals,1250 16TH STREET,3103194000,4,HOSP_316
SAN MATEO MEDICAL CENTER,Acute Care Hospitals,222 W 39TH AVE,6505732222,3,HOSP_317
PALOMAR HEALTH DOWNTOWN CAMPUS,Acute Care Hospitals,555 E VALLEY PARKWAY,7607393000,3,HOSP_318
NORTHRIDGE HOSPITAL MEDICAL CENTER,Acute Care Hospitals,18300 ROSCOE BLVD,8188858500,2,HOSP_319
DOCTORS HOSPITAL OF MANTECA,Acute Care Hospitals,1205 E NORTH STREET,2098233111,3,HOSP_320
ADVENTIST MEDICAL CENTER,Acute Care Hospitals,115 MALL DRIVE,2094107200,2,HOSP_321
DAMERON HOSPITAL,Acute Care Hospitals,525 WEST ACACIA STREET,2099445550,2,HOSP_322
USC VERDUGO HILLS HOSPITAL,Acute Care Hospitals,1812 VERDUGO BLVD,8187907100,2,HOSP_323
REGIONAL MEDICAL CENTER OF SAN JOSE,Acute Care Hospitals,225 N JACKSON AVENUE,4082595000,2,HOSP_324
VALLEY PRESBYTERIAN HOSPITAL,Acute Care Hospitals,15107 VANOWEN ST,8187826600,2,HOSP_325
WOODLAND MEMORIAL HOSPITAL,Acute Care Hospitals,1325 COTTONWOOD STREET,5306623961,3,HOSP_326
TRI-CITY MEDICAL CENTER,Acute Care Hospitals,4002 VISTA WAY,7607248411,2,HOSP_327
ST BERNARDINE MEDICAL CENTER,Acute Care Hospitals,2101 N WATERMAN AVE,9098838711,2,HOSP_328
NOVATO COMMUNITY HOSPITAL,Acute Care Hospitals,180 ROWLAND WAY,4152091300,4,HOSP_329
SAN GABRIEL VALLEY MEDICAL CENTER,Acute Care Hospitals,438 W LAS TUNAS DRIVE,6262895454,4,HOSP_330
RIDEOUT MEMORIAL HOSPITAL,Acute Care Hospitals,726 4TH ST,5307494300,1,HOSP_331
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Acute Care Hospitals,6245 DE LONGPRE AVE,3234622271,3,HOSP_332
PETALUMA VALLEY HOSPITAL,Acute Care Hospitals,400 N MCDOWELL BLVD,7077781111,3,HOSP_333
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Acute Care Hospitals,13652 CANTARA ST,8183753333,3,HOSP_334
KAISER FOUNDATION HOSPITAL - LOS ANGELES,Acute Care Hospitals,4867 SUNSET BLVD,3237834011,3,HOSP_335
KAISER FOUNDATION HOSPITAL - DOWNEY,Acute Care Hospitals,9333 IMPERIAL HIGHWAY,5624616007,3,HOSP_336
KAISER FOUNDATION HOSPITAL FONTANA,Acute Care Hospitals,9961 SIERRA AVE,9094275500,3,HOSP_337
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Acute Care Hospitals,23625 W R HOLMAN HIGHWAY,8316245311,5,HOSP_338
CALIFORNIA HOSPITAL MEDICAL CENTER LA,Acute Care Hospitals,1401 SOUTH GRAND AVENUE,2137482411,2,HOSP_339
SIERRA NEVADA MEMORIAL HOSPITAL,Acute Care Hospitals,155 GLASSON WAY,5302746000,3,HOSP_340
SAINT FRANCIS MEMORIAL HOSPITAL,Acute Care Hospitals,900 HYDE ST,4153536000,3,HOSP_341
O'CONNOR HOSPITAL,Acute Care Hospitals,2105 FOREST AVENUE,4089472500,2,HOSP_342
ENCINO HOSPITAL MEDICAL CENTER,Acute Care Hospitals,16237 VENTURA BLVD,8189955000,3,HOSP_343
VENTURA COUNTY MEDICAL CENTER,Acute Care Hospitals,3291 LOMA VISTA RD,8056526075,2,HOSP_344
SAN JOAQUIN GENERAL HOSPITAL,Acute Care Hospitals,500 W HOSPITAL ROAD,2094686000,2,HOSP_345
ST JUDE MEDICAL CENTER,Acute Care Hospitals,101 E VALENCIA MESA DRIVE,7149923000,3,HOSP_346
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Acute Care Hospitals,12401 WASHINGTON BLVD,5266980811,3,HOSP_347
SANTA ROSA MEMORIAL HOSPITAL,Acute Care Hospitals,1165 MONTGOMERY DR,7075255300,4,HOSP_348
EMANUEL MEDICAL CENTER,Acute Care Hospitals,825 DELBON AVE,2096674200,3,HOSP_349
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,Acute Care Hospitals,1601 YGNACIO VALLEY RD,9259393000,4,HOSP_350
GEORGE L MEE MEMORIAL HOSPITAL,Acute Care Hospitals,300 CANAL STREET,8313856000,3,HOSP_351
ST MARY MEDICAL CENTER,Acute Care Hospitals,1050 LINDEN AVE,5624919000,3,HOSP_352
ADVENTIST MEDICAL CENTER - REEDLEY,Acute Care Hospitals,372 W CYPRESS AVE,5596388155,2,HOSP_353
WATSONVILLE COMMUNITY HOSPITAL,Acute Care Hospitals,75 NIELSON STREET,8317244741,3,HOSP_354
WASHINGTON HOSPITAL,Acute Care Hospitals,2000 MOWRY AVE,5107971111,3,HOSP_355
SEQUOIA HOSPITAL,Acute Care Hospitals,170 ALAMEDA DE LAS PULGAS,6503675551,4,HOSP_356
PALMDALE REGIONAL MEDICAL CENTER,Acute Care Hospitals,38600 MEDICAL CENTER DRIVE,6613825000,3,HOSP_357
GLENDORA COMMUNITY HOSPITAL,Acute Care Hospitals,150 WEST ROUTE 66,6263350231,4,HOSP_358
ALAMEDA HOSPITAL,Acute Care Hospitals,2070 CLINTON AVENUE,5105223700,2,HOSP_359
SHARP CHULA VISTA MEDICAL CENTER,Acute Care Hospitals,751 MEDICAL CENTER COURT,6195025800,4,HOSP_360
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Acute Care Hospitals,ONE HOAG DRIVE,9497644624,4,HOSP_361
FEATHER RIVER HOSPITAL,Acute Care Hospitals,5974 PENTZ ROAD,5308779361,3,HOSP_362
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Acute Care Hospitals,1111 W LA PALMA AVENUE,7147741450,3,HOSP_363
SAN FRANCISCO GENERAL HOSPITAL,Acute Care Hospitals,1001 POTRERO AVENUE,4152068000,1,HOSP_364
GARDEN GROVE HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,12601 GARDEN GROVE BLVD,7145375160,4,HOSP_365
POMONA VALLEY HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1798 N GAREY AVE,9098659500,3,HOSP_366
FRENCH HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1911 JOHNSON AVE,8055435353,4,HOSP_367
SHARP CORONADO HOSPITAL AND HLTHCR CTR,Acute Care Hospitals,250 PROSPECT PLACE,6194356251,4,HOSP_368
PROVIDENCE SAINT JOSEPH MEDICAL CTR,Acute Care Hospitals,501 SOUTH BUENA VISTA,8188435111,3,HOSP_369
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,Acute Care Hospitals,2975 N SYCAMORE DR,8059556000,2,HOSP_370
METHODIST HOSPITAL OF SOUTHERN CA,Acute Care Hospitals,300 W HUNTINGTON DR,6264454441,5,HOSP_371
GLENDALE ADVENTIST MEDICAL CENTER,Acute Care Hospitals,1509 E WILSON TERRACE,8184098202,4,HOSP_372
DOMINICAN HOSPITAL,Acute Care Hospitals,1555 SOQUEL DRIVE,8314627700,4,HOSP_373
DESERT REGIONAL MEDICAL CENTER,Acute Care Hospitals,1150 NORTH INDIAN CANYON DRIVE,7603236511,2,HOSP_374
ARROWHEAD REGIONAL MEDICAL CENTER,Acute Care Hospitals,400 NORTH PEPPER AVENUE,9095801000,2,HOSP_375
NATIVIDAD MEDICAL CENTER,Acute Care Hospitals,1441 CONSTITUTION BOULEVARD,8317554195,3,HOSP_376
MARSHALL MEDICAL CENTER,Acute Care Hospitals,1100 MARSHALL WAY,5306221441,4,HOSP_377
GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,901 OLIVE DRIVE,6613994461,2,HOSP_378
SIERRA VIEW MEDICAL CENTER,Acute Care Hospitals,465 W PUTNAM AVE,5597841110,2,HOSP_379
RONALD REAGAN U C L A MEDICAL CENTER,Acute Care Hospitals,757 WESTWOOD PLAZA,3108256301,3,HOSP_380
REDLANDS COMMUNITY HOSPITAL,Acute Care Hospitals,350 TERRACINA BLVD,9093355500,4,HOSP_381
CONTRA COSTA REGIONAL MEDICAL CENTER,Acute Care Hospitals,2500 ALHAMBRA AVENUE,9253705000,2,HOSP_382
PROVIDENCE HOLY CROSS MEDICAL CENTER,Acute Care Hospitals,15031 RINALDI ST,8183658051,4,HOSP_383
HI-DESERT MEDICAL CENTER,Acute Care Hospitals,6601 WHITE FEATHER ROAD,7603663711,2,HOSP_384
MERCY MEDICAL CENTER REDDING,Acute Care Hospitals,"2175 ROSALINE AVE, CLAIRMONT HGTS",5302256102,3,HOSP_385
ALHAMBRA HOSPITAL MEDICAL CENTER,Acute Care Hospitals,100 S RAYMOND AVE,6265701606,4,HOSP_386
STANFORD HEALTH CARE - VALLEYCARE,Acute Care Hospitals,5555 WEST LAS POSITAS BOULEVARD,9254477000,4,HOSP_387
SETON MEDICAL CENTER,Acute Care Hospitals,1900 SULLIVAN AVENUE,6509924000,2,HOSP_388
PROVIDENCE SAINT JOHN'S HEALTH CENTER,Acute Care Hospitals,2121 SANTA MONICA BLVD,3108295511,4,HOSP_389
SUTTER SANTA ROSA REGIONAL HOSPITAL,Acute Care Hospitals,30 MARK WEST SPRINGS ROAD,7075764000,3,HOSP_390
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,Acute Care Hospitals,26520 CACTUS AVENUE,9514864000,3,HOSP_391
MERCY HOSPITAL,Acute Care Hospitals,2215 TRUXTUN AVENUE,6616325000,2,HOSP_392
HAZEL HAWKINS MEMORIAL HOSPITAL,Acute Care Hospitals,911 SUNSET DRIVE,8316375711,2,HOSP_393
BARSTOW COMMUNITY HOSPITAL,Acute Care Hospitals,820 E MOUNTAIN VIEW STREET,7602561761,3,HOSP_394
ST MARY MEDICAL CENTER,Acute Care Hospitals,18300 HIGHWAY 18,7602422311,2,HOSP_395
UKIAH VALLEY MEDICAL CENTER,Acute Care Hospitals,275 HOSPITAL DRIVE,7074623111,3,HOSP_396
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,Acute Care Hospitals,2450 ASHBY AVENUE,5102044444,2,HOSP_397
EL CAMINO HOSPITAL,Acute Care Hospitals,2500 GRANT ROAD,6509407000,4,HOSP_398
SUTTER ROSEVILLE MEDICAL CENTER,Acute Care Hospitals,ONE MEDICAL PLAZA,9167811000,4,HOSP_399
SUTTER TRACY COMMUNITY HOSPITAL,Acute Care Hospitals,1420 N TRACY BLVD,2098351500,3,HOSP_400
KERN MEDICAL CENTER,Acute Care Hospitals,1700 MOUNT VERNON AVENUE,6613262000,1,HOSP_401
HIGHLAND HOSPITAL,Acute Care Hospitals,1411 E 31ST STREET,5104374800,1,HOSP_402
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,Acute Care Hospitals,9888 GENESEE AVENUE,8586264123,5,HOSP_403
LOMA LINDA UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,11234 ANDERSON ST,9095584000,2,HOSP_404
CORONA REGIONAL MEDICAL CENTER,Acute Care Hospitals,800 SOUTH MAIN STREET,9517374343,3,HOSP_405
SALINAS VALLEY MEMORIAL HOSPITAL,Acute Care Hospitals,450 EAST ROMIE LANE,8317574333,4,HOSP_406
SONORA REGIONAL MEDICAL CENTER,Acute Care Hospitals,1000 GREENLEY ROAD,2095323161,3,HOSP_407
LODI MEMORIAL HOSPITAL,Acute Care Hospitals,975 S FAIRMONT AVENUE,2093343411,2,HOSP_408
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Acute Care Hospitals,207 WEST LEGION ROAD,7603513333,2,HOSP_409
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,Acute Care Hospitals,101 CITY DRIVE SOUTH,7144566112,2,HOSP_410
BEVERLY HOSPITAL,Acute Care Hospitals,309 W BEVERLY BLVD,3237261222,3,HOSP_411
TORRANCE MEMORIAL MEDICAL CENTER,Acute Care Hospitals,3330 LOMITA BLVD,3103259110,3,HOSP_412
BARTON MEMORIAL HOSPITAL,Acute Care Hospitals,2170 SOUTH AVENUE,5305413420,3,HOSP_413
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,Acute Care Hospitals,4101 TORRANCE BLVD,3105407676,3,HOSP_414
GOLETA VALLEY COTTAGE HOSPITAL,Acute Care Hospitals,351 S PATTERSON AVE,8056816446,5,HOSP_415
TULARE REGIONAL MEDICAL CENTER,Acute Care Hospitals,869 NORTH CHERRY AVENUE,5596880821,1,HOSP_416
MARIN GENERAL HOSPITAL,Acute Care Hospitals,"250 BON AIR ROAD, PO BOX 8010",4159257900,3,HOSP_417
NORTHBAY MEDICAL CENTER,Acute Care Hospitals,1200 B  GALE WILSON BLVD,7076465000,2,HOSP_418
LAC+USC MEDICAL CENTER,Acute Care Hospitals,"1200 N STATE ST, ROOM C2K100",3232262800,2,HOSP_419
LAC/HARBOR-UCLA MED CENTER,Acute Care Hospitals,1000 W CARSON ST,3102222101,2,HOSP_420
PACIFICA HOSPITAL OF THE VALLEY,Acute Care Hospitals,9449 SAN FERNANDO RD,8187673310,2,HOSP_421
GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,2425 SAMARITAN DRIVE,4085592011,2,HOSP_422
CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,Acute Care Hospitals,210 W  SAN BERNARDINO ROAD,6268142468,2,HOSP_423
HEMET VALLEY MEDICAL CENTER,Acute Care Hospitals,1117 EAST DEVONSHIRE,9516522811,1,HOSP_424
PIH HOSPITAL - DOWNEY,Acute Care Hospitals,11500 BROOKSHIRE AVENUE,5269045000,3,HOSP_425
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,Acute Care Hospitals,147 N BRENT ST,8056525011,3,HOSP_426
SANTA BARBARA COTTAGE HOSPITAL,Acute Care Hospitals,400 WEST PUEBLO,8056827111,5,HOSP_427
COALINGA REGIONAL MEDICAL CENTER,Acute Care Hospitals,1191 PHELPS AVENUE,5599356400,Not Available,HOSP_428
CHINESE HOSPITAL,Acute Care Hospitals,845 JACKSON ST,4159822400,3,HOSP_429
KAISER FOUNDATION HOSPITAL - SOUTH BAY,Acute Care Hospitals,25825 SOUTH VERMONT AVENUE,3105176441,3,HOSP_430
MERCY HOSPITAL OF FOLSOM,Acute Care Hospitals,1650 CREEKSIDE DRIVE,9169837400,2,HOSP_431
SUTTER COAST HOSPITAL,Acute Care Hospitals,800 E WASHINGTON BLVD,7074648880,2,HOSP_432
PALO VERDE HOSPITAL,Acute Care Hospitals,250 NORTH FIRST STREET,7609224115,2,HOSP_433
SCRIPPS GREEN HOSPITAL,Acute Care Hospitals,10666 NORTH TORREY PINES ROAD,8584559100,5,HOSP_434
KAISER FOUNDATION HOSPITAL - SACRAMENTO,Acute Care Hospitals,2025 MORSE AVENUE,9169735000,3,HOSP_435
WEST ANAHEIM MEDICAL CENTER,Acute Care Hospitals,3033 W ORANGE AVENUE,7148273000,3,HOSP_436
HUNTINGTON MEMORIAL HOSPITAL,Acute Care Hospitals,100 W  CALIFORNIA BLVD,6263975000,4,HOSP_437
STANFORD HEALTH CARE,Acute Care Hospitals,300 PASTEUR DRIVE,6507235708,4,HOSP_438
MERCY MEDICAL CENTER,Acute Care Hospitals,333 MERCY AVENUE,2095645000,2,HOSP_439
UCSF MEDICAL CENTER,Acute Care Hospitals,"505 PARNASSUS AVE, BOX 0296",4153532733,3,HOSP_440
SAN JOAQUIN COMMUNITY HOSPITAL,Acute Care Hospitals,2615 CHESTER AVENUE,6613953000,2,HOSP_441
ST MARY'S MEDICAL CENTER,Acute Care Hospitals,450 STANYAN ST,4156681000,3,HOSP_442
